Mode XML Parameters
ACO
maxNumIterations	35
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	15
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze130_10_9.mz	130	10	9	81	19	5.827160493827161
maze140_5_0.mz	140	5	0	18	82	17.444444444444443
maze140_5_1.mz	140	5	1	51	49	10.647058823529411
maze140_5_2.mz	140	5	2	55	45	9.727272727272727
maze140_5_3.mz	140	5	3	26	74	12.461538461538462
maze140_5_4.mz	140	5	4	48	52	12.125
maze140_5_5.mz	140	5	5	41	59	7.560975609756097
maze140_5_6.mz	140	5	6	30	70	16.233333333333334
maze140_5_7.mz	140	5	7	9	91	10.0
maze140_5_8.mz	140	5	8	54	46	10.333333333333334
maze140_5_9.mz	140	5	9	44	56	10.340909090909092
maze140_10_0.mz	140	10	0	9	91	16.88888888888889
maze140_10_1.mz	140	10	1	95	5	2.8210526315789473
maze140_10_2.mz	140	10	2	87	13	3.5517241379310347
maze140_10_3.mz	140	10	3	32	68	6.75
maze140_10_4.mz	140	10	4	12	88	11.0
maze140_10_5.mz	140	10	5	84	16	4.690476190476191
maze140_10_6.mz	140	10	6	13	87	10.307692307692308
maze140_10_7.mz	140	10	7	88	12	4.284090909090909
maze140_10_8.mz	140	10	8	72	28	6.75
maze140_10_9.mz	140	10	9	69	31	8.08695652173913
maze140_20_0.mz	140	20	0	51	49	8.549019607843137
maze140_20_1.mz	140	20	1	17	83	13.705882352941176
maze140_20_2.mz	140	20	2	28	72	10.678571428571429
maze140_20_3.mz	140	20	3	31	69	11.193548387096774
maze140_20_4.mz	140	20	4	39	61	8.512820512820513
maze140_20_5.mz	140	20	5	91	9	5.78021978021978
maze140_20_6.mz	140	20	6	24	76	9.75
maze140_20_7.mz	140	20	7	46	54	9.08695652173913
maze140_20_8.mz	140	20	8	25	75	13.48
maze140_20_9.mz	140	20	9	45	55	9.422222222222222
maze150_5_0.mz	150	5	0	14	86	11.571428571428571
maze150_5_1.mz	150	5	1	54	46	7.203703703703703
maze150_5_2.mz	150	5	2	4	96	16.0
maze150_5_3.mz	150	5	3	42	58	11.0
maze150_5_4.mz	150	5	4	1	99	29.0
maze150_5_5.mz	150	5	5	57	43	7.824561403508772
maze150_5_6.mz	150	5	6	11	89	12.727272727272727
maze150_5_7.mz	150	5	7	0	100	NaN
maze150_5_8.mz	150	5	8	32	68	10.15625
