Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze100_20_0.mz	100	20	0	96	4	1.5520833333333333
maze100_20_1.mz	100	20	1	42	58	14.0
maze100_20_2.mz	100	20	2	49	51	12.346938775510203
maze100_20_3.mz	100	20	3	70	30	8.6
maze100_20_4.mz	100	20	4	49	51	12.122448979591837
maze100_20_5.mz	100	20	5	42	58	16.30952380952381
maze100_20_6.mz	100	20	6	40	60	16.0
maze100_20_7.mz	100	20	7	50	50	13.08
maze100_20_8.mz	100	20	8	98	2	0.6836734693877551
maze100_20_9.mz	100	20	9	27	73	15.296296296296296
maze110_5_0.mz	110	5	0	25	75	17.32
maze110_5_1.mz	110	5	1	67	33	8.492537313432836
maze110_5_2.mz	110	5	2	40	60	14.975
maze110_5_3.mz	110	5	3	32	68	18.125
maze110_5_4.mz	110	5	4	40	60	13.45
maze110_5_5.mz	110	5	5	61	39	11.180327868852459
maze110_5_6.mz	110	5	6	85	15	7.894117647058824
maze110_5_7.mz	110	5	7	25	75	18.6
maze110_5_8.mz	110	5	8	45	55	9.444444444444445
maze110_5_9.mz	110	5	9	64	36	8.984375
maze110_10_0.mz	110	10	0	94	6	1.1808510638297873
maze110_10_1.mz	110	10	1	70	30	7.3
maze110_10_2.mz	110	10	2	89	11	5.393258426966292
maze110_10_3.mz	110	10	3	67	33	7.358208955223881
maze110_10_4.mz	110	10	4	7	93	11.0
maze110_10_5.mz	110	10	5	88	12	5.2727272727272725
maze110_10_6.mz	110	10	6	65	35	7.7384615384615385
maze110_10_7.mz	110	10	7	42	58	15.0
maze110_10_8.mz	110	10	8	61	39	9.491803278688524
maze110_10_9.mz	110	10	9	46	54	15.782608695652174
maze120_5_0.mz	120	5	0	1	99	37.0
maze120_5_1.mz	120	5	1	36	64	13.11111111111111
maze120_5_2.mz	120	5	2	15	85	19.866666666666667
maze120_5_3.mz	120	5	3	39	61	13.23076923076923
maze120_5_4.mz	120	5	4	76	24	7.2631578947368425
maze120_5_5.mz	120	5	5	41	59	14.390243902439025
maze120_5_6.mz	120	5	6	44	56	14.909090909090908
maze120_5_7.mz	120	5	7	39	61	12.923076923076923
maze120_5_8.mz	120	5	8	51	49	13.03921568627451
maze120_5_9.mz	120	5	9	73	27	7.109589041095891
maze120_10_0.mz	120	10	0	84	16	4.5476190476190474
maze120_10_1.mz	120	10	1	59	41	12.033898305084746
maze120_10_2.mz	120	10	2	74	26	9.135135135135135
maze120_10_3.mz	120	10	3	89	11	3.49438202247191
maze120_10_4.mz	120	10	4	90	10	7.155555555555556
maze120_10_5.mz	120	10	5	83	17	6.710843373493976
maze120_10_6.mz	120	10	6	83	17	5.819277108433735
maze120_10_7.mz	120	10	7	93	7	2.139784946236559
maze120_10_8.mz	120	10	8	28	72	16.142857142857142
maze120_10_9.mz	120	10	9	84	16	7.404761904761905
maze120_15_0.mz	120	15	0	80	20	5.4375
maze120_15_1.mz	120	15	1	52	48	8.596153846153847
maze120_15_2.mz	120	15	2	65	35	10.738461538461538
maze120_15_3.mz	120	15	3	90	10	3.3444444444444446
maze120_15_4.mz	120	15	4	97	3	3.2783505154639174
maze120_15_5.mz	120	15	5	47	53	9.382978723404255
maze120_15_6.mz	120	15	6	74	26	7.135135135135135
maze120_15_7.mz	120	15	7	58	42	13.10344827586207
maze120_15_8.mz	120	15	8	40	60	15.15
maze120_15_9.mz	120	15	9	22	78	15.863636363636363
maze120_20_0.mz	120	20	0	74	26	7.1891891891891895
maze120_20_1.mz	120	20	1	78	22	6.243589743589744
maze120_20_2.mz	120	20	2	83	17	4.662650602409639
maze120_20_3.mz	120	20	3	48	52	12.604166666666666
maze120_20_4.mz	120	20	4	25	75	20.56
maze120_20_5.mz	120	20	5	72	28	8.972222222222221
maze120_20_6.mz	120	20	6	31	69	19.225806451612904
maze120_20_7.mz	120	20	7	24	76	16.791666666666668
maze120_20_8.mz	120	20	8	49	51	10.306122448979592
maze120_20_9.mz	120	20	9	55	45	6.909090909090909
maze130_5_0.mz	130	5	0	45	55	12.133333333333333
maze130_5_1.mz	130	5	1	97	3	2.670103092783505
maze130_5_2.mz	130	5	2	60	40	7.45
maze130_5_3.mz	130	5	3	10	90	20.6
maze130_5_4.mz	130	5	4	61	39	9.39344262295082
maze130_5_5.mz	130	5	5	79	21	7.025316455696203
maze130_5_6.mz	130	5	6	67	33	10.492537313432836
maze130_5_7.mz	130	5	7	85	15	5.541176470588235
maze130_5_8.mz	130	5	8	18	82	17.77777777777778
maze130_5_9.mz	130	5	9	15	85	14.8
maze130_10_0.mz	130	10	0	72	28	8.902777777777779
maze130_10_1.mz	130	10	1	80	20	6.5875
maze130_10_2.mz	130	10	2	66	34	10.287878787878787
maze130_10_3.mz	130	10	3	90	10	3.011111111111111
maze130_10_4.mz	130	10	4	89	11	2.662921348314607
maze130_10_5.mz	130	10	5	82	18	6.7926829268292686
maze130_10_6.mz	130	10	6	56	44	13.339285714285714
maze130_10_7.mz	130	10	7	91	9	6.0
maze130_10_8.mz	130	10	8	50	50	9.7
maze130_10_9.mz	130	10	9	82	18	7.841463414634147
maze140_5_0.mz	140	5	0	19	81	19.36842105263158
maze140_5_1.mz	140	5	1	51	49	10.137254901960784
maze140_5_2.mz	140	5	2	67	33	11.522388059701493
maze140_5_3.mz	140	5	3	30	70	17.9
maze140_5_4.mz	140	5	4	63	37	10.333333333333334
maze140_5_5.mz	140	5	5	56	44	13.785714285714286
maze140_5_6.mz	140	5	6	39	61	13.23076923076923
maze140_5_7.mz	140	5	7	11	89	17.363636363636363
maze140_5_8.mz	140	5	8	53	47	11.735849056603774
maze140_5_9.mz	140	5	9	49	51	10.26530612244898
maze140_10_0.mz	140	10	0	9	91	23.88888888888889
maze140_10_1.mz	140	10	1	98	2	3.438775510204082
maze140_10_2.mz	140	10	2	94	6	5.3936170212765955
maze140_10_3.mz	140	10	3	39	61	18.564102564102566
maze140_10_4.mz	140	10	4	19	81	20.526315789473685
maze140_10_5.mz	140	10	5	82	18	5.390243902439025
maze140_10_6.mz	140	10	6	20	80	15.5
maze140_10_7.mz	140	10	7	93	7	4.387096774193548
maze140_10_8.mz	140	10	8	79	21	6.772151898734177
maze140_10_9.mz	140	10	9	76	24	7.315789473684211
maze140_20_0.mz	140	20	0	47	53	11.361702127659575
maze140_20_1.mz	140	20	1	25	75	19.52
maze140_20_2.mz	140	20	2	35	65	16.82857142857143
maze140_20_3.mz	140	20	3	38	62	14.763157894736842
maze140_20_4.mz	140	20	4	46	54	13.76086956521739
maze140_20_5.mz	140	20	5	96	4	4.395833333333333
maze140_20_6.mz	140	20	6	28	72	11.285714285714286
maze140_20_7.mz	140	20	7	54	46	12.981481481481481
maze140_20_8.mz	140	20	8	28	72	14.25
maze140_20_9.mz	140	20	9	58	42	13.758620689655173
maze150_5_0.mz	150	5	0	21	79	17.428571428571427
maze150_5_1.mz	150	5	1	65	35	11.492307692307692
maze150_5_2.mz	150	5	2	11	89	23.727272727272727
maze150_5_3.mz	150	5	3	48	52	10.3125
maze150_5_4.mz	150	5	4	1	99	23.0
maze150_5_5.mz	150	5	5	68	32	8.985294117647058
maze150_5_6.mz	150	5	6	17	83	18.470588235294116
maze150_5_7.mz	150	5	7	0	100	NaN
maze150_5_8.mz	150	5	8	39	61	17.794871794871796
maze150_5_9.mz	150	5	9	14	86	21.857142857142858
maze150_10_0.mz	150	10	0	59	41	11.389830508474576
maze150_10_1.mz	150	10	1	15	85	21.733333333333334
